Instrument Group,Instrument,Department,Risk Country,Exchange,Trade CCY,Settlement CCY
Bonds,Treasury Bills,INFRA,GERMANY ,Not Applicable,VND,MXN
Bonds,Treasury Bills,TPS,GERMANY ,Not Applicable,UAH,QAR
Bonds,Treasury Bills,BMG,GERMANY ,Not Applicable,ZAR,EUR
Bonds,Treasury Bills,CEOO,GLOBAL,Not Applicable,CHF,UYU
Bonds,Treasury Bills,FIMA,GLOBAL,Not Applicable,SGD,THB
Bonds,Treasury Bills,CEOO,GLOBAL,Not Applicable,CLP,EGP
Bonds,Treasury Bills,CEOO,GLOBAL,Not Applicable,THB,QAR
Bonds,Treasury Bills,EMD,GREECE,Not Applicable,NZD,AED
Bonds,Treasury Bills,TPS,GREECE,Not Applicable,UYU,EUR
Bonds,Treasury Bills,PE,HONG KONG,Not Applicable,TWD,CAD
Bonds,Treasury Bills,RE,HONG KONG,Not Applicable,BEF,CAD
Bonds,Treasury Bills,INFRA,HONG KONG,Not Applicable,CNH,CAD
Bonds,Treasury Bills,EQD,HONG KONG,Not Applicable,NGN,CNY
Bonds,Treasury Bills,BMG,HUNGARY,Not Applicable,KRW,XAU
Bonds,Treasury Bills,EFM,HUNGARY,Not Applicable,BEF,BEF
Bonds,Treasury Bills,TPS,HUNGARY,Not Applicable,KES,HUF
Bonds,Treasury Bills,PE,INDIA,Not Applicable,PKR,THB
Bonds,Treasury Bills,EFM,INDIA,Not Applicable,IDR,PHP
Bonds,Treasury Bills,PE,INDONESIA,Not Applicable,EGP,PKR
Bonds,Treasury Bills,EFM,INDONESIA,Not Applicable,EUR,ILS
Bonds,Treasury Bills,FIMA,INDONESIA,Not Applicable,AUD,DOP
Bonds,Treasury Bills,EIS,IRELAND,Not Applicable,SGD,EGP
Bonds,Treasury Bills,TPS,ISRAEL,Not Applicable,KES,AED
Bonds,Treasury Bills,Kepler,ISRAEL,Not Applicable,UAH,EGP
Bonds,Treasury Bills,BMG,ITALY,Not Applicable,KWD,ZAR
Bonds,Treasury Bills,EMD,ITALY,Not Applicable,PHP,SGD
Bonds,Treasury Bills,BMG,JAPAN,Not Applicable,LKR,BRL
Bonds,Treasury Bills,TPS,JAPAN,Not Applicable,NGN,LKR
Bonds,Treasury Bills,BMG,JAPAN,Not Applicable,KZT,GBP
Bonds,Treasury Bills,EFM,JAPAN,Not Applicable,PHP,ILS
Bonds,Treasury Bills,BMG,JAPAN,Not Applicable,CNY,THB
Bonds,Treasury Bills,EQD,JAPAN,Not Applicable,GBP,HKD
Bonds,Treasury Bills,EMD,KAZAKHSTAN,Not Applicable,INR,KRW
Bonds,Treasury Bills,BAR,KAZAKHSTAN,Not Applicable,INR,PKR
Bonds,Treasury Bills,INFRA,KAZAKHSTAN,Not Applicable,KES,PKR
Bonds,Treasury Bills,RE,KAZAKHSTAN,Not Applicable,ILS,CZK
Bonds,Treasury Bills,ISG,KAZAKHSTAN,Not Applicable,MYR,TRY
Bonds,Treasury Bills,BAR,KAZAKHSTAN,Not Applicable,NGN,BRL
Bonds,Treasury Bills,EQD,KAZAKHSTAN,Not Applicable,PLN,CNY
Bonds,Treasury Bills,Kepler,KUWAIT,Not Applicable,HUF,CNY
Bonds,Treasury Bills,CEOO,KUWAIT,Not Applicable,QAR,INR
Bonds,Treasury Bills,Kepler,LUXEMBOURG,Not Applicable,CZK,SEK
Bonds,Treasury Bills,EFM,LUXEMBOURG,Not Applicable,SEK,USD
Bonds,Treasury Bills,ISG,LUXEMBOURG,Not Applicable,AUD,AED
Bonds,Treasury Bills,EQD,LUXEMBOURG,Not Applicable,CLP,BRL
Bonds,Treasury Bills,RE,LUXEMBOURG,Not Applicable,UYU,BRL
Bonds,Treasury Bills,EFM,LUXEMBOURG,Not Applicable,HKD,NOK
Bonds,Treasury Bills,EIS,MACAU,Not Applicable,CHF,KZT
Bonds,Treasury Bills,PE,MACAU,Not Applicable,RSD,VND
Bonds,Treasury Bills,Kepler,MACAU,Not Applicable,SGD,CNY
Bonds,Treasury Bills,FIMA,MACAU,Not Applicable,PLN,KZT
Bonds,Treasury Bills,BMG,MACAU,Not Applicable,XAU,UAH
Bonds,Treasury Bills,EMD,MACAU,Not Applicable,GBP,DKK
Bonds,Treasury Bills,CEOO,MALAYSIA,Not Applicable,BEF,TRY
Bonds,Treasury Bills,EIS,NETHERLANDS,Not Applicable,IDR,CNH
Bonds,Treasury Bills,BAR,NETHERLANDS,Not Applicable,PLN,AUD
Bonds,Treasury Bills,INFRA,NETHERLANDS,Not Applicable,QAR,RON
Bonds,Treasury Bills,EMD,NETHERLANDS,Not Applicable,SEK,CZK
Bonds,Treasury Bills,PE,NETHERLANDS,Not Applicable,NGN,ZAR
Bonds,Treasury Bills,EMD,NEW ZEALAND,Not Applicable,TRL,EGP
Bonds,Treasury Bills,TPS,NEW ZEALAND,Not Applicable,COP,NZD
Bonds,Treasury Bills,BAR,NEW ZEALAND,Not Applicable,TWD,ILS
Bonds,Treasury Bills,EQD,NORWAY,OSLO STOCK EXCHANGE,KWD,PHP
Bonds,Treasury Bills,EIS,NORWAY,OSLO STOCK EXCHANGE,DKK,PHP
Bonds,Treasury Bills,FIMA,NORWAY,OSLO STOCK EXCHANGE,DOP,KRW
Bonds,Treasury Bills,INFRA,Not Applicable,Not Applicable,CHF,TRY
Bonds,Treasury Bills,BMG,Not Applicable,Not Applicable,PLN,KRW
Bonds,Treasury Bills,BMG,Not Applicable,Not Applicable,KZT,THB
Bonds,Treasury Bills,EQD,PAKISTAN,Not Applicable,CNH,GBP
Bonds,Treasury Bills,CEOO,PAKISTAN,Not Applicable,CAD,RSD
Bonds,Treasury Bills,CEOO,PAKISTAN,Not Applicable,NGN,CZK
Bonds,Treasury Bills,ISG,PAKISTAN,Not Applicable,MYR,KWD
Bonds,Treasury Bills,ISG,PAKISTAN,Not Applicable,HKD,UYU
Bonds,Treasury Bills,EQD,PERU,Not Applicable,XAU,BRL
Bonds,Treasury Bills,EFM,PERU,Not Applicable,XAU,SGD
Bonds,Treasury Bills,EIS,PERU,Not Applicable,PEN,EUR
Bonds,Treasury Bills,EIS,PERU,Not Applicable,HKD,RON
Bonds,Treasury Bills,CEOO,PHILIPPINES,Not Applicable,CNH,KRW
Bonds,Treasury Bills,TPS,PHILIPPINES,Not Applicable,CZK,SEK
Bonds,Treasury Bills,TPS,POLAND,Not Applicable,UYU,RSD
Bonds,Treasury Bills,FIMA,POLAND,Not Applicable,PKR,XAU
Bonds,Treasury Bills,INFRA,POLAND,Not Applicable,TWD,QAR
Bonds,Treasury Bills,EMD,PORTUGAL,Not Applicable,EGP,RSD
Bonds,Treasury Bills,EIS,PORTUGAL,Not Applicable,RON,MXN
Bonds,Treasury Bills,EFM,PORTUGAL,Not Applicable,AUD,BEF
Bonds,Treasury Bills,BMG,PORTUGAL,Not Applicable,CLP,JPY
Bonds,Treasury Bills,TPS,PORTUGAL,Not Applicable,KRW,BEF
Bonds,Treasury Bills,CEOO,PORTUGAL,Not Applicable,NOK,KRW
Bonds,Treasury Bills,Kepler,ROMANIA,Not Applicable,JPY,TRL
Bonds,Treasury Bills,INFRA,ROMANIA,Not Applicable,ZAR,DKK
Bonds,Treasury Bills,BAR,ROMANIA,Not Applicable,INR,DKK
Bonds,Treasury Bills,EQD,RUSSIA FEDERATION,Not Applicable,JPY,GBP
Bonds,Treasury Bills,BAR,RUSSIA FEDERATION,Not Applicable,PLN,ILS
Bonds,Treasury Bills,RE,RUSSIA FEDERATION,Not Applicable,HKD,SEK
Bonds,Treasury Bills,EQD,RUSSIA FEDERATION,Not Applicable,RON,NGN
Bonds,Treasury Bills,EIS,SAUDI ARABIA,Not Applicable,ILS,IDR
Bonds,Treasury Bills,TPS,SERBIA,Not Applicable,NOK,KZT
Bonds,Treasury Bills,RE,SERBIA,Not Applicable,XAU,KRW
Bonds,Treasury Bills,FIMA,SERBIA,Not Applicable,SAR,COP
Bonds,Treasury Bills,EMD,SINGAPORE,Not Applicable,BRL,VND
Bonds,Treasury Bills,EFM,SINGAPORE,Not Applicable,MXN,KZT
Bonds,Treasury Bills,RE,SLOVAKIA,Not Applicable,PEN,EGP
Bonds,Treasury Bills,INFRA,SLOVAKIA,Not Applicable,UAH,MYR
Bonds,Treasury Bills,BAR,SLOVAKIA,Not Applicable,XAU,NGN
Bonds,Treasury Bills,TPS,SLOVAKIA,Not Applicable,HKD,BRL
Bonds,Treasury Bills,EIS,SOUTH AFRICA,Not Applicable,QAR,XAU
Bonds,Treasury Bills,Kepler,SOUTH AFRICA,Not Applicable,EGP,ARS
Bonds,Treasury Bills,INFRA,SOUTH AFRICA,Not Applicable,THB,DOP
Bonds,Treasury Bills,PE,SOUTH AFRICA,Not Applicable,UYU,USD
Bonds,Treasury Bills,PE,SOUTH AFRICA,Not Applicable,TRL,GBP
Bonds,Treasury Bills,BAR,SOUTH AFRICA,Not Applicable,HKD,KRW
Bonds,Treasury Bills,CEOO,SOUTH AFRICA,Not Applicable,DOP,TRY
Bonds,Treasury Bills,FIMA,SOUTH KOREA,Not Applicable,SGD,RSD
Bonds,Treasury Bills,Kepler,SOUTH KOREA,Not Applicable,AUD,SGD
Bonds,Treasury Bills,BAR,SOUTH KOREA,Not Applicable,CNH,DOP
Bonds,Treasury Bills,EFM,SPAIN ,MEFF Renta Variable,CNY,TRY
Bonds,Treasury Bills,INFRA,SRI LANKA,Not Applicable,MYR,KWD
Bonds,Treasury Bills,PE,SWEDEN,Not Applicable,VND,JPY
Bonds,Treasury Bills,EQD,SWEDEN,Not Applicable,BEF,ILS
Bonds,Treasury Bills,BAR,TAIWAN,Not Applicable,TWD,RUB
Bonds,Treasury Bills,ISG,TAIWAN,Not Applicable,TWD,CAD
Bonds,Treasury Bills,FIMA,TAIWAN,Not Applicable,DKK,PEN
Bonds,Treasury Bills,RE,TAIWAN,Not Applicable,ILS,CHF
Bonds,Treasury Bills,BAR,THAILAND,Not Applicable,VND,DOP
Bonds,Treasury Bills,INFRA,THAILAND,Not Applicable,ZAR,NGN
Bonds,Treasury Bills,Kepler,THAILAND,Not Applicable,DOP,CAD
Bonds,Treasury Bills,BAR,THAILAND,Not Applicable,QAR,TRL
Bonds,Treasury Bills,RE,THAILAND,Not Applicable,NZD,DKK
Bonds,Treasury Bills,EFM,THAILAND,Not Applicable,EUR,SAR
Bonds,Treasury Bills,EIS,THAILAND,Not Applicable,MYR,PHP
Bonds,Treasury Bills,TPS,TURKEY,Not Applicable,VND,QAR
Bonds,Treasury Bills,ISG,TURKEY,Not Applicable,EUR,QAR
Bonds,Treasury Bills,ISG,TURKEY,Not Applicable,COP,RUB
Bonds,Treasury Bills,EMD,UKRAINE,Not Applicable,EUR,NGN
Bonds,Treasury Bills,Kepler,UKRAINE,Not Applicable,PKR,DOP
Bonds,Treasury Bills,BAR,UNITED KINGDOM,Not Applicable,UAH,CLP
Bonds,Treasury Bills,INFRA,UNITED KINGDOM,Not Applicable,THB,PHP
Bonds,Treasury Bills,ISG,UNITED KINGDOM,Not Applicable,LKR,MXN
Bonds,Treasury Bills,EIS,UNITED STATES,Not Applicable,BEF,DKK
Bonds,Treasury Bills,EQD,UNITED STATES,Not Applicable,CNY,DKK
Bonds,Treasury Bills,EIS,UNITED STATES,Not Applicable,TRL,CAD
Bonds,Treasury Bills,EFM,UNITED STATES,Not Applicable,CNH,IDR
Bonds,Treasury Bills,EFM,UNITED STATES,Not Applicable,ARS,KRW
Bonds,Treasury Bills,ISG,UNITED STATES,Not Applicable,BRL,NOK
Bonds,Treasury Bills,ISG,UNITED STATES,Not Applicable,NGN,IDR
Bonds,Treasury Bills,EFM,UNITED STATES,Not Applicable,AED,CHF
Bonds,Treasury Bills,PE,UNITED STATES,Not Applicable,RUB,CZK
Bonds,Treasury Bills,TPS,URUGUAY,Not Applicable,AED,AED
Bonds,Treasury Bills,EIS,URUGUAY,Not Applicable,CLP,SGD
Bonds,Treasury Bills,CEOO,VIETNAM,Not Applicable,PHP,CNH
Bonds,Treasury Bills,CEOO,VIETNAM,Not Applicable,RUB,EUR
Bonds,Treasury Bills,BMG,VIETNAM,Not Applicable,TRL,INR
Bonds,Treasury Bills,ISG,VIETNAM,Not Applicable,KWD,PLN
Bonds,Treasury Bills,Kepler,VIETNAM,Not Applicable,VND,CLP
Bonds,Treasury Bills,EFM,VIETNAM,Not Applicable,PEN,LKR
Bonds,Treasury Bills,CEOO,VIETNAM,Not Applicable,GBP,CNH
Bonds,Treasury Bills,INFRA,VIETNAM,Not Applicable,RUB,HKD
Bonds,Treasury Bills,Kepler,VIETNAM,Not Applicable,CHF,PKR
Bonds,Treasury Bills,CEOO,VIETNAM,Not Applicable,JPY,CHF
Bonds,Treasury Bills,BAR,VIETNAM,Not Applicable,VND,ARS
Bonds,Treasury Bills,FIMA,VIETNAM,Not Applicable,KES,EUR
Bonds,Treasury Bills,TPS,VIETNAM,Not Applicable,PHP,USD
Bonds,Treasury Bills,TPS,VIETNAM,Not Applicable,GBP,BRL
Bonds,Treasury Bills,EFM,VIETNAM,Not Applicable,ZAR,DKK
Bonds,Treasury Bills,EMD,VIETNAM,Not Applicable,CNH,KES
Bonds,Treasury Bills,BMG,VIETNAM,Not Applicable,TWD,KWD
Bonds,Treasury Bills,ISG,VIETNAM,Not Applicable,PHP,LKR
Bonds,Treasury Bills,FIMA,VIETNAM,Not Applicable,SEK,KES
Bonds,Treasury Bills,TPS,VIETNAM,Not Applicable,UYU,UYU
Bonds,Treasury Bills,Kepler,VIETNAM,Not Applicable,INR,CZK
Bonds,Treasury Bills,BMG,VIETNAM,Not Applicable,BRL,TRL
Bonds,Treasury Bills,FIMA,VIETNAM,Not Applicable,TRY,SAR
Bonds,Treasury Bills,EIS,VIETNAM,Not Applicable,UAH,MYR
Bonds,Treasury Bills,INFRA,VIETNAM,Not Applicable,HKD,CZK
Bonds,Treasury Bills,PE,VIETNAM,Not Applicable,HKD,GBP
Cash,Cash,EIS,ARGENTINA,Bolsas Y Mercados Argentinos,BEF,ARS
Cash,Cash,EIS,BELGIUM,NYSE EURONEXTBRUSSELS,KWD,BEL
Cash,Cash,EIS,BRAZIL,Brasil Bolsa Balcao (B3),THB,USD
Cash,Cash,BAR,BRAZIL,Brasil Bolsa Balcao (B3),NOK,USD
Cash,Cash,FIMA,BRAZIL,Brasil Bolsa Balcao (B3),DKK,USD
Cash,Cash,EFM,COLUMBIA,Not Applicable,JPY,NGN
Cash,Cash,EFM,COLUMBIA,Not Applicable,LKR,GBP
Cash,Cash,CEOO,CZECH REPUBLIC,Not Applicable,DOP,CZK
Cash,Cash,TPS,CZECH REPUBLIC,Not Applicable,EGP,CZK
Cash,Cash,EFM,CZECH REPUBLIC,PRAGUE STOCK EXCHANGE,VND,COP
Cash,Cash,BAR,EURO,Not Applicable,INR,PKR
Cash,Cash,CEOO,EUROPE REGION,Not Applicable,BEF,EUR
Cash,Cash,FIMA,EUROPE REGION,Not Applicable,ILS,EUR
Cash,Cash,INFRA,EUROZONE,Not Applicable,CZK,RSD
Cash,Cash,ISG,FINLAND,NASDAQ OMX HELSINKII,USD,EUR
Cash,Cash,EMD,GERMANY ,Xetra,EGP,VND
Cash,Cash,CEOO,GERMANY ,Xetra,RUB,VND
Cash,Cash,TPS,GERMANY ,Xetra,EGP,JPY
Cash,Cash,EQD,GLOBAL,HK FUT EXCH,TRL,AUD
Cash,Cash,FIMA,GREECE,Not Applicable,KRW,EUR
Cash,Cash,TPS,GREECE,Not Applicable,MYR,EUR
Cash,Cash,Kepler,HONG KONG,China Financial Futures Exchange,AUD,CNY
Cash,Cash,FIMA,HUNGARY,Not Applicable,VND,USD
Cash,Cash,EIS,INDIA,National Stock Exchange of India,PHP,PEN
Cash,Cash,Kepler,INDONESIA,Not Applicable,CNH,USD
Cash,Cash,CEOO,INDONESIA,Not Applicable,CHF,PKR
Cash,Cash,EFM,INDONESIA,Not Applicable,PLN,KZT
Cash,Cash,EFM,IRELAND,Not Applicable,ILS,QAR
Cash,Cash,CEOO,ISRAEL,Not Applicable,ILS,DOP
Cash,Cash,EFM,ISRAEL,Not Applicable,TRY,RSD
Cash,Cash,BAR,ISRAEL,Not Applicable,SAR,TWD
Cash,Cash,CEOO,ISRAEL,Not Applicable,GBP,PHP
Cash,Cash,PE,ITALY,Not Applicable,NGN,CLP
Cash,Cash,EFM,ITALY,Not Applicable,UAH,EUR
Cash,Cash,EMD,JAPAN,Osaka Exchange,EGP,HUF
Cash,Cash,ISG,KAZAKHSTAN,Not Applicable,CNY,GBP
Cash,Cash,EQD,KAZAKHSTAN,Not Applicable,RUB,PLN
Cash,Cash,BAR,KUWAIT,Not Applicable,PEN,UYU
Cash,Cash,BAR,KUWAIT,Not Applicable,BRL,ILS
Cash,Cash,TPS,MALAYSIA,MESDAQ,QAR,RUB
Cash,Cash,CEOO,MEXICO,Not Applicable,IDR,THB
Cash,Cash,CEOO,NETHERLANDS,Euronext Amsterdam,HUF,TWD
Cash,Cash,FIMA,NETHERLANDS,Euronext Amsterdam,TWD,NOK
Cash,Cash,BAR,NEW ZEALAND,Not Applicable,AED,RON
Cash,Cash,INFRA,Not Applicable,Dalian Commodity Exchange,HUF,RSD
Cash,Cash,TPS,Not Applicable,MESDAQ,CZK,BEF
Cash,Cash,EIS,Not Applicable,ICE Futures US Energy Division,JPY,XAU
Cash,Cash,ISG,PERU,Not Applicable,IDR,COP
Cash,Cash,EIS,PERU,Not Applicable,TRL,PLN
Cash,Cash,EIS,POLAND,Not Applicable,NZD,INR
Cash,Cash,INFRA,PORTUGAL,Not Applicable,PLN,AUD
Cash,Cash,EFM,PORTUGAL,Not Applicable,CNH,TWD
Cash,Cash,ISG,RUSSIA FEDERATION,Not Applicable,COP,CLP
Cash,Cash,PE,RUSSIA FEDERATION,Not Applicable,NZD,SGD
Cash,Cash,BMG,SAUDI ARABIA,Not Applicable,ILS,THB
Cash,Cash,ISG,SLOVAKIA,Not Applicable,UAH,TRL
Cash,Cash,PE,SPAIN ,SOCIEDAD DE BOLSAS (SIBE),COP,NGN
Cash,Cash,EQD,SRI LANKA,Not Applicable,CAD,KRW
Cash,Cash,BMG,TAIWAN,Not Applicable,TRL,BRL
Cash,Cash,EQD,TAIWAN,Not Applicable,VND,CNH
Cash,Cash,Kepler,THAILAND,Not Applicable,LKR,BRL
Cash,Cash,Kepler,UKRAINE,Not Applicable,RON,IDR
Cash,Cash,EMD,UNITED STATES,"Cboe Futures Exchange	",AED,CLP
Cash,Cash,EQD,UNITED STATES,"Cboe Futures Exchange	",ARS,MXN
Cash,Cash,EFM,URUGUAY,Not Applicable,ARS,ILS
Cash,Cash,Kepler,URUGUAY,Not Applicable,ARS,ILS
Cash,Cash,BMG,VIETNAM,HO CHI MINH STOCK EXCHANGE,SEK,CNH
Cash,Cash,EMD,VIETNAM,HO CHI MINH STOCK EXCHANGE,CLP,KES
Deposit,Bond Futures,ISG,ARGENTINA,Bolsas Y Mercados Argentinos,EUR,USD
Deposit,Bond Futures,EMD,ASIA PACIFIC REGION,MEXDER Exchange,TRY,TRY
Deposit,Bond Futures,CEOO,ASIA PACIFIC REGION,Hong Kong Stock Exchange,PLN,KES
Deposit,Bond Futures,TPS,AUSTRALIA,ASX TRADE24,CNH,AUD
Deposit,Bond Futures,PE,AUSTRALIA,ASX TRADE24,MXN,AUD
Deposit,Bond Futures,FIMA,AUSTRALIA,ASX TRADE24,QAR,AUD
Deposit,Bond Futures,BAR,AUSTRIA,Vienna Stock Exchange,SGD,SEK
Deposit,Bond Futures,INFRA,AUSTRIA,Vienna Stock Exchange,BEF,ZAR
Deposit,Bond Futures,ISG,AUSTRIA,Vienna Stock Exchange,EUR,DKK
Deposit,Bond Futures,EQD,AUSTRIA,Vienna Stock Exchange,TRL,ILS
Deposit,Bond Futures,PE,BAHRAIN,Kuwait Stock Exchange,TRY,KWD
Deposit,Bond Futures,BAR,BELGIUM,NYSE EURONEXTBRUSSELS,PLN,BEL
Deposit,Bond Futures,EMD,BELGIUM,NYSE EURONEXTBRUSSELS,AUD,BEL
Deposit,Bond Futures,FIMA,CANADA,Montreal Exchange,CAD,CAD
Deposit,Bond Futures,BAR,CHILE,SANTIAGO STOCK EXCHANGE,USD,CHF
Deposit,Bond Futures,EMD,CHINA,BEIJING STOCK EXCHANGE,NGN,CNY
Deposit,Bond Futures,INFRA,CHINA,BEIJING STOCK EXCHANGE,ILS,CNY
Deposit,Bond Futures,CEOO,CHINA,BEIJING STOCK EXCHANGE,QAR,CNY
Deposit,Bond Futures,RE,COLUMBIA,Not Applicable,RUB,ZAR
Deposit,Bond Futures,EFM,CZECH REPUBLIC,PRAGUE STOCK EXCHANGE,COP,RSD
Deposit,Bond Futures,BMG,DENMARK,Not Applicable,NZD,CNY
Deposit,Bond Futures,EFM,DOMINICAN REPUBLIC,Not Applicable,PKR,HUF
Deposit,Bond Futures,BAR,EGYPT,Not Applicable,CNY,DOP
Deposit,Bond Futures,FIMA,EURO,Not Applicable,MYR,BRL
Deposit,Bond Futures,EQD,EUROZONE,Not Applicable,NGN,KRW
Deposit,Bond Futures,PE,EUROZONE,Not Applicable,CNH,UAH
Deposit,Bond Futures,BMG,FINLAND,NASDAQ OMX HELSINKII,LKR,EUR
Deposit,Bond Futures,INFRA,FINLAND,NASDAQ OMX HELSINKII,RUB,EUR
Deposit,Bond Futures,EMD,FRANCE,EURONEXT Paris-Monep,RON,ZAR
Deposit,Bond Futures,EFM,HONG KONG,BEIJING STOCK EXCHANGE,IDR,CNY
Deposit,Bond Futures,INFRA,HUNGARY,Not Applicable,COP,PKR
Deposit,Bond Futures,CEOO,INDIA,National Stock Exchange of India,UYU,ARS
Deposit,Bond Futures,EQD,INDIA,National Stock Exchange of India,UYU,DKK
Deposit,Bond Futures,RE,INDIA,National Stock Exchange of India,COP,DKK
Deposit,Bond Futures,FIMA,INDIA,National Stock Exchange of India,XAU,EUR
Deposit,Bond Futures,Kepler,INDIA,National Stock Exchange of India,CHF,EUR
Deposit,Bond Futures,INFRA,INDIA,National Stock Exchange of India,KWD,EUR
Deposit,Bond Futures,EQD,INDIA,National Stock Exchange of India,ZAR,EUR
Deposit,Bond Futures,EMD,INDIA,National Stock Exchange of India,CNH,DKK
Deposit,Bond Futures,TPS,INDIA,Not Applicable,XAU,DKK
Deposit,Bond Futures,INFRA,INDIA,Not Applicable,HUF,DKK
Deposit,Bond Futures,INFRA,INDIA,Not Applicable,UYU,INR
Deposit,Bond Futures,INFRA,INDIA,Not Applicable,DKK,INR
Deposit,Bond Futures,INFRA,INDIA,Not Applicable,SEK,USD
Deposit,Bond Futures,INFRA,INDIA,Not Applicable,CHF,USD
Deposit,Bond Futures,RE,INDIA,BOMBAY STOCK EXCHANGE,PKR,USD
Deposit,Bond Futures,RE,INDIA,BOMBAY STOCK EXCHANGE,CNY,USD
Deposit,Bond Futures,RE,INDIA,BOMBAY STOCK EXCHANGE,TWD,GBP
Deposit,Bond Futures,RE,INDIA,BOMBAY STOCK EXCHANGE,AED,GBP
Deposit,Bond Futures,PE,INDIA,BOMBAY STOCK EXCHANGE,PHP,GBP
Deposit,Bond Futures,PE,INDIA,BOMBAY STOCK EXCHANGE,UYU,GBP
Deposit,Bond Futures,PE,INDIA,BOMBAY STOCK EXCHANGE,LKR,GBP
Deposit,Bond Futures,TPS,INDONESIA,Not Applicable,DOP,TRL
Deposit,Bond Futures,RE,INDONESIA,Not Applicable,TWD,JPY
Deposit,Bond Futures,FIMA,IRELAND,Not Applicable,BEF,KRW
Deposit,Bond Futures,Kepler,IRELAND,Not Applicable,ZAR,RSD
Deposit,Bond Futures,BMG,IRELAND,Not Applicable,RSD,EGP
Deposit,Bond Futures,TPS,ISRAEL,Not Applicable,CZK,RUB
Deposit,Bond Futures,EMD,JAPAN,Osaka Exchange,RSD,MYR
Deposit,Bond Futures,EFM,JAPAN,Osaka Exchange,JPY,JPY
Deposit,Bond Futures,BMG,JAPAN,Osaka Exchange,BEF,JPY
Deposit,Bond Futures,EQD,JAPAN,Osaka Exchange,EGP,JPY
Deposit,Bond Futures,EFM,JAPAN,Osaka Exchange,TRL,JPY
Deposit,Bond Futures,EQD,JAPAN,Osaka Exchange,ILS,JPY
Deposit,Bond Futures,EFM,JAPAN,Osaka Exchange,SGD,JPY
Deposit,Bond Futures,INFRA,JAPAN,Osaka Exchange,EGP,JPY
Deposit,Bond Futures,EMD,JAPAN,Osaka Exchange,XAU,JPY
Deposit,Bond Futures,EMD,JAPAN,Osaka Exchange,MYR,JPY
Deposit,Bond Futures,PE,JAPAN,Osaka Exchange,CLP,JPY
Deposit,Bond Futures,TPS,JAPAN,Osaka Exchange,NGN,JPY
Deposit,Bond Futures,FIMA,JAPAN,Osaka Exchange,AED,JPY
Deposit,Bond Futures,FIMA,JAPAN,Osaka Exchange,KRW,JPY
Deposit,Bond Futures,ISG,JAPAN,Osaka Exchange,COP,JPY
Deposit,Bond Futures,CEOO,KAZAKHSTAN,Not Applicable,CLP,SAR
Deposit,Bond Futures,BMG,KUWAIT,Not Applicable,SAR,ZAR
Deposit,Bond Futures,RE,LUXEMBOURG,Not Applicable,RSD,TWD
Deposit,Bond Futures,BMG,MALAYSIA,MESDAQ,PLN,NOK
Deposit,Bond Futures,EIS,MALAYSIA,MESDAQ,SAR,VND
Deposit,Bond Futures,EFM,MALAYSIA,MESDAQ,DKK,CAD
Deposit,Bond Futures,EFM,MALAYSIA,MESDAQ,NOK,SGD
Deposit,Bond Futures,ISG,MALAYSIA,MESDAQ,PHP,KES
Deposit,Bond Futures,FIMA,NETHERLANDS,Euronext Amsterdam,KES,DKK
Deposit,Bond Futures,FIMA,Not Applicable,CME(CTRL CLR SWAP) - CME - IRS,KES,UAH
Deposit,Bond Futures,CEOO,PHILIPPINES,Not Applicable,KRW,KES
Deposit,Bond Futures,INFRA,POLAND,Not Applicable,PHP,AUD
Deposit,Bond Futures,EIS,POLAND,Not Applicable,DOP,CNH
Deposit,Bond Futures,TPS,POLAND,Not Applicable,TRL,MYR
Deposit,Bond Futures,EQD,POLAND,Not Applicable,SEK,TWD
Deposit,Bond Futures,EQD,POLAND,Not Applicable,CAD,PKR
Deposit,Bond Futures,ISG,PORTUGAL,Not Applicable,COP,SAR
Deposit,Bond Futures,TPS,PORTUGAL,Not Applicable,NGN,RSD
Deposit,Bond Futures,PE,ROMANIA,Not Applicable,COP,XAU
Deposit,Bond Futures,FIMA,ROMANIA,Not Applicable,GBP,RUB
Deposit,Bond Futures,EFM,RUSSIA FEDERATION,Not Applicable,AUD,HUF
Deposit,Bond Futures,RE,SAUDI ARABIA,Not Applicable,MXN,DOP
Deposit,Bond Futures,EQD,SINGAPORE,Not Applicable,JPY,EUR
Deposit,Bond Futures,TPS,SINGAPORE,Not Applicable,DKK,NGN
Deposit,Bond Futures,TPS,SLOVAKIA,Not Applicable,QAR,TRY
Deposit,Bond Futures,FIMA,SOUTH AFRICA,Johannesburg Stock Exchange,SAR,UAH
Deposit,Bond Futures,CEOO,SOUTH AFRICA,Johannesburg Stock Exchange,PLN,RON
Deposit,Bond Futures,EQD,SPAIN ,SOCIEDAD DE BOLSAS (SIBE),ZAR,PLN
Deposit,Bond Futures,EFM,SPAIN ,SOCIEDAD DE BOLSAS (SIBE),KRW,KRW
Deposit,Bond Futures,FIMA,SPAIN ,Not Applicable,USD,LKR
Deposit,Bond Futures,EMD,SPAIN ,Not Applicable,BRL,CNY
Deposit,Bond Futures,CEOO,SPAIN ,Not Applicable,MYR,CAD
Deposit,Bond Futures,PE,SPAIN ,Not Applicable,KWD,PEN
Deposit,Bond Futures,EIS,SPAIN ,Not Applicable,PKR,KZT
Deposit,Bond Futures,TPS,SPAIN ,Not Applicable,RON,MYR
Deposit,Bond Futures,Kepler,SPAIN ,Not Applicable,NZD,MXN
